NAME,TYPE,LOCATION,TAG,LAT,LON
오목공원 농구장,지역체육시설 농구장,서울특별시 양천구 목동서로 159-2,에너지 회복; 스트레스 해소,37.5180942,126.8661551
목동제아 월드스크린골프,지역레저시설 스크린골프,서울특별시 양천구 목동서로 291,에너지 회복; 스트레스 해소,37.5171426,126.8634035
목동골프아카데미,지역레저시설 스크린골프,서울특별시 양천구 목동서로 349,에너지 회복; 스트레스 해소,37.5171426,126.8634035
자성골프클리닉,지역레저시설 스크린골프,서울특별시 양천구 목동중앙북로 19-1,에너지 회복; 스트레스 해소,37.5485611,126.8659103
하나스크린골프,지역레저시설 스크린골프,서울특별시 양천구 신목로5길 17-17,에너지 회복; 스트레스 해소,37.5169876,126.8720248
목동카카오스크린,지역레저시설 스크린골프,서울특별시 양천구 신월로 354,에너지 회복; 스트레스 해소,37.5216193,126.8601971
남부베스트스크린골프연습장,지역레저시설 스크린골프,서울특별시 양천구 신월로 389,에너지 회복; 스트레스 해소,37.516885,126.8388441
에이스 스크린골프연습장,지역레저시설 스크린골프,서울특별시 양천구 오목로 138,에너지 회복; 스트레스 해소,37.5225669,126.8461281
골프타임 스크린골프 신정점,지역레저시설 스크린골프,서울특별시 양천구 오목로 194,에너지 회복; 스트레스 해소,37.5247613,126.8737137
굿샷스크린골프존,지역레저시설 스크린골프,서울특별시 양천구 오목로 279,에너지 회복; 스트레스 해소,37.5247613,126.8737137
베스트탁구클럽,지역체육시설 탁구장,서울특별시 양천구 월정로 20-1,에너지 회복; 스트레스 해소,37.5211541,126.8437316
양천원더스베이스볼아카데미,지역체육시설 야구연습장,서울특별시 양천구 중앙로 294,에너지 회복; 스트레스 해소,37.5271453,126.8492831
지양산2족구장,지역체육시설 배드민턴장,서울특별시 양천구 지양로7길 28-29,에너지 회복; 스트레스 해소,37.5210478,126.8332974
스카이탁구클럽,지역체육시설 탁구장,서울특별시 영등포구 가마산로 333,에너지 회복; 스트레스 해소,37.5025207,126.900057
오렌지스크린골프 영등포점,지역레저시설 스크린골프,서울특별시 영등포구 가마산로 371,에너지 회복; 스트레스 해소,37.5017961,126.8990294
에버그린스크린골프,지역레저시설 스크린골프,서울특별시 영등포구 경인로 775,에너지 회복; 스트레스 해소,37.5147541,126.8989475
퍼스트비앤피 볼링센터 여의도점,지역체육시설 볼링장,서울특별시 영등포구 국회대로 800,에너지 회복; 스트레스 해소,37.530892,126.9210728
골프존 대림점,지역레저시설 스크린골프,서울특별시 영등포구 대림로 157,에너지 회복; 스트레스 해소,37.4949086,126.8994652
더플라스틱 클라이밍,지역체육시설 클라이밍,서울특별시 영등포구 도림로 423,에너지 회복; 스트레스 해소,37.5137403,126.8956301
네오테니스,지역체육시설 테니스장,서울특별시 영등포구 문래로 79-4,에너지 회복; 스트레스 해소,37.51983,126.8909755
새동산탁구교실,지역체육시설 탁구장,서울특별시 영등포구 선유동2로 15-1,에너지 회복; 스트레스 해소,37.5338391,126.8977823
메카골프,지역레저시설 스크린골프,서울특별시 영등포구 선유로 155,에너지 회복; 스트레스 해소,37.5286705,126.8929243
양평교 농구장,지역체육시설 농구장,서울특별시 영등포구 선유서로 103-5,에너지 회복; 스트레스 해소,37.5182313,126.88445
에어스포렉스 골프연습장,지역레저시설 스크린골프,서울특별시 영등포구 여의대방로 249,에너지 회복; 스트레스 해소,37.4962408,126.9121071
앙카라공원 배드민턴장,지역체육시설 배드민턴장,서울특별시 영등포구 여의대방로 372-1,에너지 회복; 스트레스 해소,37.5180036,126.9309794
